id_pessoa,cpf,email,nome,data_nascimento,sexo,cidade,uf,numero_filhos,tabaco,alcool,outras_drogas,religiao,tipo_de_personalidade,latitude,longitude
432,41229140306,richard@yahoo.com,Richard,15/6/1939,F,Uberlandia,MG,2,0,1,1,8,11,30.4702,49.4783

433,47399614584,juanita@yahoo.com,Juanita,15/1/1939,F,Campos dos Goytacazes,RJ,0,0,0,0,7,15,10.2689,30.4657

434,41445845829,shelby@gmail.com,Shelby,1/9/1932,F,Campos dos Goytacazes,RJ,0,0,0,0,2,6,39.8455,56.0199

435,48244744475,pansy@gmail.com,Pansy,4/8/1984,F,Sao Paulo,SP,2,1,1,0,7,10,25.3406,47.6208

436,40600150324,josefina@yahoo.com,Josefina,7/12/1974,F,Osasco,SP,5,1,0,0,8,12,29.8267,56.8221

437,45793908768,geraldine@aol.com,Geraldine,9/4/1932,F,Nova Iguacu,RJ,2,1,1,1,3,1,36.2634,52.5805

438,45927503225,elena@yahoo.com,Elena,28/7/1957,F,Jaragua do Sul,SC,2,0,1,0,1,1,20.3861,47.1902

439,46750865455,gearldine@gmail.com,Gearldine,19/9/1993,F,Sao Mateus,ES,5,0,1,0,7,8,37.9624,49.5662

440,46341656712,cassandra@gmail.com,Cassandra,18/10/1960,F,Sao Mateus,ES,1,0,1,0,9,7,32.4845,42.415

441,44810102277,daryl@outlook.com,Daryl,12/12/1979,F,Vila Velha,ES,3,0,0,0,2,3,11.9829,43.6853

442,46739402666,glenda@outlook.com,Glenda,26/11/1973,F,Niteroi,RJ,5,0,1,0,3,2,28.9887,46.5561

443,48847478930,gayla@yahoo.com,Gayla,12/1/1950,F,RIbeirao Preto,SP,2,1,1,1,0,13,20.1317,53.9812

444,40378958628,georgiana@gmail.com,Georgiana,23/8/1972,F,Montes Claros,MG,2,1,0,1,8,8,20.1888,57.0011

445,49416668090,sherrie@aol.com,Sherrie,9/10/1954,F,Sao Bernardo do Campo,SP,4,1,0,0,3,7,19.4072,54.3433

446,40933218384,karon@aol.com,Karon,8/12/1971,F,RIbeirao Preto,SP,0,0,0,0,3,3,25.7361,51.6993

447,46199215517,debbie@yahoo.com,Debbie,1/3/1963,F,Serra,ES,3,1,1,1,8,8,12.2835,54.1274

448,49777867844,millicent@gmail.com,Millicent,2/5/1936,F,Uberlandia,MG,3,0,0,0,2,9,20.3819,33.4112

449,46279821155,nadine@aol.com,Nadine,25/2/1960,F,Aracruz,ES,5,0,0,1,8,0,39.0612,38.7155

450,48066488526,renae@gmail.com,Renae,22/10/1972,F,Volta Redonda,RJ,4,0,1,0,3,2,38.1458,37.5321

451,44617148134,tina@yahoo.com,Tina,29/3/1974,F,Contagem,MG,2,0,1,0,8,6,22.1779,47.5453

452,46469043636,violet@yahoo.com,Violet,21/9/1955,F,Sao Joao de Meriti,RJ,2,0,1,1,2,11,27.5793,54.5759

453,40697015724,kristine@outlook.com,Kristine,14/3/1944,F,Petropolis,RJ,4,1,1,0,9,6,20.2832,45.5134

454,45641305955,minerva@outlook.com,Minerva,22/6/1986,F,Belford Roxo,RJ,4,1,0,1,4,8,30.4432,55.313

455,40950337854,anita@aol.com,Anita,2/4/1979,F,Sao Goncalo,RJ,1,0,1,0,1,3,10.8953,53.2302

456,49898720793,kristen@outlook.com,Kristen,29/8/1935,F,Blumenau,SC,4,0,1,1,10,8,14.4717,38.6055

457,40322160767,cara@yahoo.com,Cara,30/9/1990,F,Sao Joao de Meriti,RJ,2,1,1,1,2,10,30.2846,44.7338

458,43375052394,cathleen@gmail.com,Cathleen,28/2/1941,F,Duque de Caxias,RJ,5,0,0,0,8,13,29.557,34.9542

459,43069424472,janell@aol.com,Janell,16/2/1949,F,Palhoca,SC,4,1,0,0,1,14,35.8449,31.2194

460,47281588909,amy@gmail.com,Amy,22/5/1986,F,Juiz de Fora,MG,2,1,1,1,3,10,23.4091,56.6282

461,42322965886,judi@yahoo.com,Judi,4/12/1940,F,Volta Redonda,RJ,3,1,0,0,9,1,22.1548,56.827

462,41215493327,donita@outlook.com,Donita,20/2/1976,F,Jaragua do Sul,SC,4,0,1,1,10,1,13.9141,32.2668

463,42919147529,terrie@outlook.com,Terrie,9/7/1945,F,Montes Claros,MG,1,1,0,1,8,1,31.7456,40.3705

464,46185495712,cathryn@aol.com,Cathryn,13/6/1999,F,Colatina,ES,4,0,1,1,4,10,17.4807,45.0467

465,49608642869,jill@aol.com,Jill,11/4/1992,F,Sao Jose,SC,2,0,0,0,6,10,17.5497,51.142

466,41079069221,stacie@aol.com,Stacie,18/7/1930,F,Sao Bernardo do Campo,SP,3,1,0,0,5,8,12.3193,58.4888

467,49575434710,doretha@yahoo.com,Doretha,4/11/1998,F,Lages,SC,1,1,1,0,10,5,26.1158,57.0042

468,41004186580,emily@yahoo.com,Emily,17/9/1973,F,Sao Joao de Meriti,RJ,1,1,1,0,1,14,24.3721,42.1653

469,44650597434,ivette@outlook.com,Ivette,2/10/1982,F,Rio de Janeiro,RJ,5,1,0,0,2,0,18.2647,41.0137

470,45861136756,suzanne@gmail.com,Suzanne,28/9/1991,F,Belo Horizonte,MG,2,0,0,1,10,3,28.1524,44.5279

471,41430070782,luann@outlook.com,Luann,22/7/1935,F,Sao Jose dos Campos,SP,4,1,1,1,2,9,10.9288,36.9486

472,45877240225,beatriz@aol.com,Beatriz,13/12/1991,F,Betim,MG,2,1,1,1,7,13,29.3652,37.6821

473,49363322761,molly@gmail.com,Molly,17/7/1963,F,Guarapari,ES,1,1,0,0,1,8,14.5917,55.6897

474,45774254331,jeanie@aol.com,Jeanie,13/6/1996,F,Montes Claros,MG,5,0,0,1,3,6,12.385,48.9714

475,48371086846,polly@yahoo.com,Polly,20/7/1971,F,Belford Roxo,RJ,2,0,1,0,7,7,34.3501,32.3579

476,45379878728,mamie@gmail.com,Mamie,16/5/1969,F,Campinas,SP,5,0,1,1,9,14,27.3044,52.1019

477,44749099218,vivian@outlook.com,Vivian,11/7/1995,F,Governador Valadares,MG,4,1,0,0,5,8,25.8664,57.3941

478,49287913061,graciela@aol.com,Graciela,11/12/1943,F,Volta Redonda,RJ,0,1,0,0,5,0,24.5187,32.3198

479,40217102251,kim@aol.com,Kim,17/1/1974,F,Jaragua do Sul,SC,4,0,1,1,7,11,35.5291,34.1438

480,42789840373,olga@yahoo.com,Olga,22/10/1935,F,Maua,SP,0,0,1,0,3,4,20.684,49.9065

481,42745256997,lupe@outlook.com,Lupe,23/3/1936,F,Guarulhos,SP,4,1,1,0,5,7,17.7849,34.8999

482,43912115250,teri@gmail.com,Teri,7/12/1940,F,Vila Velha,ES,0,0,0,0,10,8,33.293,50.4744

483,45957052592,faye@aol.com,Faye,2/2/1982,F,Vitoria,ES,5,0,0,1,9,12,11.6026,32.1236

484,49217339453,guadalupe@aol.com,Guadalupe,26/10/1975,F,Petropolis,RJ,0,1,0,1,7,14,19.1956,56.4437

485,46508861088,myrna@outlook.com,Myrna,15/10/1944,F,Jaragua do Sul,SC,0,1,0,0,4,11,33.581,49.946

486,49915237296,sonja@aol.com,Sonja,10/3/1994,F,Maua,SP,2,0,1,1,5,7,13.4447,54.6765

487,41388257798,autumn@yahoo.com,Autumn,24/5/1972,F,Contagem,MG,4,0,1,0,5,0,25.1824,46.6848

488,48084739586,monica@yahoo.com,Monica,27/7/1940,F,Sao Goncalo,RJ,0,1,0,0,4,3,16.0553,43.807

489,45334584258,francine@gmail.com,Francine,25/11/1954,F,Uberaba,MG,4,0,0,0,9,7,28.23,44.471

490,41268816547,aida@gmail.com,Aida,27/2/1990,F,Linhares,ES,2,0,0,1,3,0,19.5506,57.9769

491,41479780370,joann@aol.com,Joann,14/12/1957,F,Ribeirao das Neves,MG,4,0,0,0,9,10,32.5394,32.3824

492,47778095836,lauri@gmail.com,Lauri,30/10/1933,F,Belo Horizonte,MG,1,0,1,1,3,11,36.4887,51.653

493,45101488077,carrie@gmail.com,Carrie,10/2/1947,F,Itajai,SC,5,0,0,1,8,15,17.534,51.6149

494,42446192724,misti@gmail.com,Misti,9/10/1994,F,Colatina,ES,1,0,1,1,6,5,20.3072,57.3428

495,44035691229,nellie@gmail.com,Nellie,20/9/1998,F,Blumenau,SC,4,1,0,1,5,6,24.2306,49.4379

496,49283801403,shana@outlook.com,Shana,8/4/1971,F,Sao Paulo,SP,0,1,1,1,8,6,32.4508,33.7793

497,46556114199,abby@gmail.com,Abby,27/11/1983,F,Duque de Caxias,RJ,0,1,0,0,8,9,30.6195,38.9661

498,49876680610,tracy@aol.com,Tracy,24/9/1971,F,Niteroi,RJ,2,0,0,1,10,12,37.0482,40.1985

499,44992137464,annemarie@outlook.com,Annemarie,10/8/1980,F,Blumenau,SC,1,1,0,0,10,14,36.4627,38.2177

